RhodobacterSphaeroides.fasta,3188609,3,64,5793002.9787047645,True,2015-11-29 16:58:11.586863
RhodobacterSphaeroides.fasta,3188609,6,4095,5618445.402829151,True,2015-11-29 16:58:36.236871
RhodobacterSphaeroides.fasta,3188609,9,127473,4289498.710765893,True,2015-11-29 16:59:01.896940
RhodobacterSphaeroides.fasta,3188609,12,237993,817428.5470662961,True,2015-11-29 16:59:39.835359
RhodobacterSphaeroides.fasta,3188609,15,10586,14321.200264810597,True,2015-11-29 17:00:05.520982
RhodobacterSphaeroides.fasta,3188609,18,208,334.2127181626184,True,2015-11-29 17:00:29.927436
RhodobacterSphaeroides.fasta,3188609,21,56,129.86631227766554,True,2015-11-29 17:00:54.791545
RhodobacterSphaeroides.fasta,3188609,24,41,78.65893782648473,True,2015-11-29 17:01:19.265571
RhodobacterSphaeroides.fasta,3188609,27,29,53.34523023840233,True,2015-11-29 17:01:42.143906
RhodobacterSphaeroides.fasta,3188609,30,19,38.272166776212615,True,2015-11-29 17:02:05.223272
RhodobacterSphaeroides.fasta,3188609,33,18,35.98890030169436,True,2015-11-29 17:02:28.125068
RhodobacterSphaeroides.fasta,3188609,36,15,31.681471776502114,True,2015-11-29 17:02:49.597098
RhodobacterSphaeroides.fasta,3188609,39,13,28.099183410079295,True,2015-11-29 17:03:10.372202
RhodobacterSphaeroides.fasta,3188609,42,10,24.754535238691844,True,2015-11-29 17:03:33.429809
RhodobacterSphaeroides.fasta,3188609,45,8,21.665530232633092,True,2015-11-29 17:03:58.764343
RhodobacterSphaeroides.fasta,3188609,48,8,21.121209716409282,True,2015-11-29 17:04:32.648734
RhodobacterSphaeroides.fasta,3188609,51,7,19.673750739438063,True,2015-11-29 17:04:59.673745
RhodobacterSphaeroides.fasta,3188609,54,7,19.103287808412023,True,2015-11-29 17:05:21.804991
RhodobacterSphaeroides.fasta,3188609,57,7,18.773139206719698,True,2015-11-29 17:05:42.660446
RhodobacterSphaeroides.fasta,3188609,60,7,18.2060986139958,True,2015-11-29 17:06:05.020130
RhodobacterSphaeroides.fasta,3188609,63,7,17.317129926384546,True,2015-11-29 17:06:27.545268
RhodobacterSphaeroides.fasta,3188609,66,7,16.562242424221076,True,2015-11-29 17:07:07.758674
RhodobacterSphaeroides.fasta,3188609,69,7,15.714245517666123,True,2015-11-29 17:07:52.205774
RhodobacterSphaeroides.fasta,3188609,72,6,14.491853096329676,True,2015-11-29 17:08:31.296529
RhodobacterSphaeroides.fasta,3188609,75,5,11.521600439723725,True,2015-11-29 17:09:08.439423
RhodobacterSphaeroides.fasta,3188609,78,5,10.93663793900257,True,2015-11-29 17:09:49.074966
RhodobacterSphaeroides.fasta,3188609,81,5,10.491853096329677,True,2015-11-29 17:10:29.376094
RhodobacterSphaeroides.fasta,3188609,84,4,9.076815597050832,True,2015-11-29 17:11:09.576599
RhodobacterSphaeroides.fasta,3188609,87,4,8.228818690495881,True,2015-11-29 17:11:49.861029
RhodobacterSphaeroides.fasta,3188609,90,4,7.643856189774724,True,2015-11-29 17:12:30.495790
RhodobacterSphaeroides.fasta,3188609,93,4,7.3219280948873635,True,2015-11-29 17:13:08.687381
RhodobacterSphaeroides.fasta,3188609,96,4,6.584962500721158,True,2015-11-29 17:13:48.971064
RhodobacterSphaeroides.fasta,3188609,99,3,5.169925001442313,True,2015-11-29 17:14:29.557719
RhodobacterSphaeroides.fasta,3188609,102,3,4.169925001442312,True,2015-11-29 17:15:09.990856
RhodobacterSphaeroides.fasta,3188609,105,3,3.584962500721156,True,2015-11-29 17:15:51.724349
RhodobacterSphaeroides.fasta,3188609,108,3,3.0,False,2015-11-29 17:16:33.160614
RhodobacterSphaeroides.fasta,3188609,111,1,1.0,False,2015-11-29 17:17:13.440614
RhodobacterSphaeroides.fasta,3188609,114,1,1.0,False,2015-11-29 17:17:56.308097
RhodobacterSphaeroides.fasta,3188609,117,0,0,False,2015-11-29 17:18:38.989018
