RhodobacterSphaeroides.fasta,3188609,3,66,6546465.234701289,2015-11-29 11:56:19.664950
RhodobacterSphaeroides.fasta,3188609,6,4095,6376130.739009894,2015-11-29 11:56:52.459506
RhodobacterSphaeroides.fasta,3188609,9,133329,5583087.391780846,2015-11-29 11:57:32.721585
RhodobacterSphaeroides.fasta,3188609,12,278186,1370609.1646089596,2015-11-29 11:58:16.187669
RhodobacterSphaeroides.fasta,3188609,15,13955,27446.292027269,2015-11-29 11:58:56.313356
RhodobacterSphaeroides.fasta,3188609,18,314,677.2872250533655,2015-11-29 11:59:24.473655
RhodobacterSphaeroides.fasta,3188609,21,92,273.8887250245193,2015-11-29 11:59:52.500091
RhodobacterSphaeroides.fasta,3188609,24,62,181.33985000288465,2015-11-29 12:00:26.228236
RhodobacterSphaeroides.fasta,3188609,27,46,132.0,2015-11-29 12:00:55.050698
RhodobacterSphaeroides.fasta,3188609,30,30,102.0,2015-11-29 12:01:29.823492
RhodobacterSphaeroides.fasta,3188609,33,27,95.0,2015-11-29 12:01:57.329131
RhodobacterSphaeroides.fasta,3188609,36,22,86.0,2015-11-29 12:02:26.352499
RhodobacterSphaeroides.fasta,3188609,39,18,76.0,2015-11-29 12:03:04.538507
RhodobacterSphaeroides.fasta,3188609,42,12,68.0,2015-11-29 12:03:44.145450
RhodobacterSphaeroides.fasta,3188609,45,10,60.0,2015-11-29 12:04:11.997251
RhodobacterSphaeroides.fasta,3188609,48,10,57.0,2015-11-29 12:04:42.152848
RhodobacterSphaeroides.fasta,3188609,51,9,53.0,2015-11-29 12:05:05.946261
RhodobacterSphaeroides.fasta,3188609,54,9,50.0,2015-11-29 12:05:28.791771
RhodobacterSphaeroides.fasta,3188609,57,9,48.0,2015-11-29 12:05:53.412066
RhodobacterSphaeroides.fasta,3188609,60,9,46.0,2015-11-29 12:06:15.645440
RhodobacterSphaeroides.fasta,3188609,63,9,42.0,2015-11-29 12:06:36.869483
RhodobacterSphaeroides.fasta,3188609,66,9,40.0,2015-11-29 12:06:59.559200
RhodobacterSphaeroides.fasta,3188609,69,9,37.0,2015-11-29 12:07:22.342063
RhodobacterSphaeroides.fasta,3188609,72,7,34.0,2015-11-29 12:07:44.922829
RhodobacterSphaeroides.fasta,3188609,75,6,27.0,2015-11-29 12:08:07.591190
RhodobacterSphaeroides.fasta,3188609,78,6,25.0,2015-11-29 12:08:33.555802
RhodobacterSphaeroides.fasta,3188609,81,6,23.0,2015-11-29 12:08:58.404091
RhodobacterSphaeroides.fasta,3188609,84,5,20.0,2015-11-29 12:09:25.623618
RhodobacterSphaeroides.fasta,3188609,87,5,17.0,2015-11-29 12:09:53.157154
RhodobacterSphaeroides.fasta,3188609,90,5,16.0,2015-11-29 12:10:20.296244
RhodobacterSphaeroides.fasta,3188609,93,5,15.0,2015-11-29 12:10:45.145903
RhodobacterSphaeroides.fasta,3188609,96,5,13.0,2015-11-29 12:11:08.465720
RhodobacterSphaeroides.fasta,3188609,99,4,10.0,2015-11-29 12:11:30.483986
RhodobacterSphaeroides.fasta,3188609,102,3,8.0,2015-11-29 12:11:55.450758
